TYPE,HSP90,HSP90 Systematic Name,Gene,Systemic Name,Source,Reference
Genetic,HSC82,YMR186W,AAH1,YNL141W,BioGRID,"Choi J, et al. (2017) PMID:28520786"
Genetic,HSC82,YMR186W,AAR2,YBL074C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,AAR2,YBL074C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ABD1,YBR236C,BioGRID,"Costanzo M, et al. (2010) PMID:20093466"
Genetic,HSC82,YMR186W,ABD1,YBR236C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ABD1,YBR236C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ABP140,YOR239W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ACC1,YNR016C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ACC1,YNR016C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ACO1,YLR304C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ACO1,YLR304C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,ACS2,YLR153C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ACT1,YFL039C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ACT1,YFL039C,BioGRID,"Costanzo M, et al. (2010) PMID:20093466"
Genetic,HSC82,YMR186W,ACT1,YFL039C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ADD66,YKL206C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,ADE1,YAR015W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ADE2,YOR128C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ADE2,YOR128C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,ADE4,YMR300C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ADE57,YGL234W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ADH1,YOL086C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ADH3,YMR083W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ADK1,YDR226W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,ADY3,YDL239C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,AEP3,YPL005W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,AFG3,YER017C,BioGRID,Francis BR and Thorsness PE (2011) PMID:21439406
Genetic,HSC82,YMR186W,AGC1,YPR021C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,AGC1,YPR021C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,AGE2,YIL044C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,AHA1,YDR214W,BioGRID,"Mercier R, et al. (2019) PMID:30894538"
Genetic,HSC82,YMR186W,AIM2,YAL049C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,AIM26,YKL037W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,AIM36,YMR157C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,AIP5,YFR016C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,AKR1,YDR264C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ALD6,YPL061W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ALG13,YGL047W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ALG5,YPL227C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ALR1,YOL130W,BioGRID,"Costanzo M, et al. (2010) PMID:20093466"
Genetic,HSC82,YMR186W,ALR2,YFL050C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ALT1,YLR089C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,AMF1,YOR378W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ANB1,YJR047C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,APC1,YNL172W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,APC5,YOR249C,BioGRID,"Costanzo M, et al. (2010) PMID:20093466"
Genetic,HSC82,YMR186W,APC5,YOR249C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,APC5,YOR249C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,APC5,YOR249C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,APL2,YKL135C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,APL2,YKL135C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,APL6,YGR261C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,APM1,YPL259C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,APM3,YBR288C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,APN2,YBL019W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,APS3,YJL024C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,AQY3,YFL054C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ARC19,YKL013C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ARC35,YNR035C,BioGRID,"Costanzo M, et al. (2010) PMID:20093466"
Genetic,HSC82,YMR186W,ARC35,YNR035C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ARC35,YNR035C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ARC35,YNR035C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ARC35,YNR035C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ARC40,YBR234C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ARC40,YBR234C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ARF1,YDL192W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ARG80,YMR042W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ARG81,YML099C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,ARL1,YBR164C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ARL3,YPL051W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ARO9,YHR137W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ARP1,YHR129C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ARP2,YDL029W,BioGRID,"Davierwala AP, et al. (2005) PMID:16155567"
Genetic,HSC82,YMR186W,ARR2,YPR200C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ASA1,YPR085C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,ASC1,YMR116C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ASF2,YDL197C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ASG1,YIL130W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,ASG7,YJL170C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ASI1,YMR119W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ATC1,YDR184C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ATC1,YDR184C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,ATG15,YCR068W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ATG3,YNR007C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ATG32,YIL146C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,ATG36,YJL185C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ATP1,YBL099W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ATP1,YBL099W,BioGRID,Francis BR and Thorsness PE (2011) PMID:21439406
Genetic,HSC82,YMR186W,ATP10,YLR393W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ATP12,YJL180C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ATP12,YJL180C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,ATP2,YJR121W,BioGRID,Francis BR and Thorsness PE (2011) PMID:21439406
Genetic,HSC82,YMR186W,ATP23,YNR020C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,ATS1,YAL020C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,AVO1,YOL078W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,AVT2,YEL064C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,AYR1,YIL124W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,AYT1,YLL063C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BAP2,YBR068C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,BEM3,YPL115C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BEM4,YPL161C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BEM4,YPL161C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,BEM4,YPL161C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,BET4,YJL031C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,BFA1,YJR053W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BFR1,YOR198C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BMH1,YER177W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BMS1,YPL217C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BMT6,YLR063W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,BRE4,YDL231C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BRE5,YNR051C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BRO1,YPL084W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BRR2,YER172C,BioGRID,"Cordin O, et al. (2014) PMID:25428373"
Genetic,HSC82,YMR186W,BSD2,YBR290W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BST1,YFL025C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BUB2,YMR055C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BUD2,YKL092C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,BUD20,YLR074C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BUD31,YCR063W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,BUG1,YDL099W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,BXI1,YNL305C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CAB2,YIL083C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CAB2,YIL083C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,CAD1,YDR423C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CAF130,YGR134W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CAJ1,YER048C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CAJ1,YER048C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CAJ1,YER048C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CAK1,YFL029C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CAN1,YEL063C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CAR2,YLR438W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CBC2,YPL178W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CCC2,YDR270W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CCC2,YDR270W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,CCR4,YAL021C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CCT4,YDL143W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CCT5,YJR064W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CCW12,YLR110C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CCW14,YLR390W-A,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CDC11,YJR076C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC123,YLR215C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC123,YLR215C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC13,YDL220C,BioGRID,Grandin N and Charbonneau M (2001) PMID:11370858
Genetic,HSC82,YMR186W,CDC15,YAR019C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC20,YGL116W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CDC20,YGL116W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,CDC26,YFR036W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CDC28,YBR160W,BioGRID,"Costanzo M, et al. (2010) PMID:20093466"
Genetic,HSC82,YMR186W,CDC28,YBR160W,BioGRID,"Hsieh YY, et al. (2013) PMID:23434373"
Genetic,HSC82,YMR186W,CDC28,YBR160W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC28,YBR160W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC28,YBR160W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC28,YBR160W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC31,YOR257W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CDC37,YDR168W,BioGRID,"Costanzo M, et al. (2010) PMID:20093466"
Genetic,HSC82,YMR186W,CDC37,YDR168W,BioGRID,"Lee P, et al. (2004) PMID:14742721"
Genetic,HSC82,YMR186W,CDC37,YDR168W,BioGRID,"Caplan AJ, et al. (2007) PMID:18075309"
Genetic,HSC82,YMR186W,CDC37,YDR168W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC37,YDR168W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC37,YDR168W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC37,YDR168W,BioGRID,"Hohrman K, et al. (2021) PMID:33789348"
Genetic,HSC82,YMR186W,CDC4,YFL009W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CDC4,YFL009W,BioGRID,"Costanzo M, et al. (2010) PMID:20093466"
Genetic,HSC82,YMR186W,CDC4,YFL009W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC4,YFL009W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC4,YFL009W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC4,YFL009W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC4,YFL009W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC42,YLR229C,BioGRID,"Davierwala AP, et al. (2005) PMID:16155567"
Genetic,HSC82,YMR186W,CDC50,YCR094W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CDC6,YJL194W,BioGRID,"Costanzo M, et al. (2010) PMID:20093466"
Genetic,HSC82,YMR186W,CDC6,YJL194W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC6,YJL194W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC7,YDL017W,BioGRID,"Costanzo M, et al. (2010) PMID:20093466"
Genetic,HSC82,YMR186W,CDC7,YDL017W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC7,YDL017W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDC7,YDL017W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CDS1,YBR029C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,CET1,YPL228W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CFF1,YML079W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CFT1,YDR301W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CFT2,YLR115W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CFT2,YLR115W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CFT2,YLR115W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CHD1,YER164W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CHL4,YDR254W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CHO2,YGR157W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CHS2,YBR038W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CHS5,YLR330W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CIN1,YOR349W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CIT1,YNR001C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CKA1,YIL035C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CKA2,YOR061W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CLA4,YNL298W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CLA4,YNL298W,BioGRID,"Hsieh YY, et al. (2013) PMID:23434373"
Genetic,HSC82,YMR186W,CLB2,YPR119W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CLF1,YLR117C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,CLF1,YLR117C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CLN3,YAL040C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CLP1,YOR250C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CLP1,YOR250C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CMD1,YBR109C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CMG1,YLR271W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CMK1,YFR014C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CMP2,YML057W,BioGRID,Imai J and Yahara I (2000) PMID:11094077
Genetic,HSC82,YMR186W,CMS1,YLR003C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CNL1,YDR357C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CNS1,YBR155W,BioGRID,"Marsh JA, et al. (1998) PMID:9819422"
Genetic,HSC82,YMR186W,CNS1,YBR155W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,COF1,YLL050C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,COG4,YPR105C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,COG5,YNL051W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,COG6,YNL041C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,COG7,YGL005C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,COG8,YML071C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,COQ1,YBR003W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,COQ3,YOL096C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,COQ6,YGR255C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,COQ6,YGR255C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,COX10,YPL172C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,COX17,YLL009C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CPR6,YLR216C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CPR7,YJR032W,BioGRID,"Duina AA, et al. (1998) PMID:9668076"
Genetic,HSC82,YMR186W,CPR7,YJR032W,BioGRID,"Duina AA, et al. (1996) PMID:8939862"
Genetic,HSC82,YMR186W,CPR7,YJR032W,BioGRID,"Costanzo M, et al. (2010) PMID:20093466"
Genetic,HSC82,YMR186W,CPR7,YJR032W,BioGRID,"Bali M, et al. (2003) PMID:14500708"
Genetic,HSC82,YMR186W,CPR7,YJR032W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CPR7,YJR032W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,CPR8,YNR028W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CRD1,YDL142C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CRS1,YNL247W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,CSC1,YLR241W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CSE1,YGL238W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CSF1,YLR087C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CSF1,YLR087C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,CSM1,YCR086W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,CSM2,YIL132C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CSR1,YLR380W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CST26,YBR042C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CTF13,YMR094W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CTP1,YBR291C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,CTR1,YPR124W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
