TYPE,HSP90,HSP90 Systematic Name,Gene,Systemic Name,Source,Reference
Genetic,HSC82,YMR186W,STE12,YHR084W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,STE14,YDR410C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,STI1,YOR027W,BioGRID,"Chang HC, et al. (1997) PMID:8972212"
Genetic,HSC82,YMR186W,STI1,YOR027W,BioGRID,"Flom G, et al. (2005) PMID:15871019"
Genetic,HSC82,YMR186W,STI1,YOR027W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,STI1,YOR027W,BioGRID,"Flom G, et al. (2006) PMID:16219779"
Genetic,HSC82,YMR186W,STI1,YOR027W,BioGRID,"Costanzo M, et al. (2010) PMID:20093466"
Genetic,HSC82,YMR186W,STI1,YOR027W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,STI1,YOR027W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,STI1,YOR027W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,STN1,YDR082W,BioGRID,Grandin N and Charbonneau M (2001) PMID:11370858
Genetic,HSC82,YMR186W,STP1,YDR463W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,STP2,YHR006W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,STP22,YCL008C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,STP4,YDL048C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,STT4,YLR305C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,STV1,YMR054W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,SUA5,YGL169W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,SUI2,YJR007W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,SUI3,YPL237W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,SUM1,YDR310C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,SUR2,YDR297W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,SWC3,YAL011W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,SWE1,YJL187C,BioGRID,"Hsieh YY, et al. (2013) PMID:23434373"
Genetic,HSC82,YMR186W,SWF1,YDR126W,BioGRID,"Tong AH, et al. (2004) PMID:14764870"
Genetic,HSC82,YMR186W,SWH1,YAR042W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,SWI1,YPL016W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,SWI1,YPL016W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,SWI3,YJL176C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,SWI5,YDR146C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,SWM1,YDR260C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,SWR1,YDR334W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,SYC1,YOR179C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,SYG1,YIL047C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,SYN8,YAL014C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,SYS1,YJL004C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TAF10,YDR167W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,TAF12,YDR145W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,TAF14,YPL129W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,TAF5,YBR198C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,TAF7,YMR227C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TAH11,YJR046W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,TAO3,YIL129C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,TAT1,YBR069C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,TAT2,YOL020W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TBF1,YPL128C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TBF1,YPL128C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,TCA17,YEL048C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TCO89,YPL180W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TDA5,YLR426W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,TDH1,YJL052W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TEL2,YGR099W,BioGRID,"Stirling PC, et al. (2011) PMID:21552543"
Genetic,HSC82,YMR186W,TEM1,YML064C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,TFA2,YKR062W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,THI4,YGR144W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,THP2,YHR167W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,THR1,YHR025W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,THR4,YCR053W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,THS1,YIL078W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,TIM18,YOR297C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TIM22,YDL217C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TIR1,YER011W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TMA108,YIL137C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TMA19,YKL056C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,TMA22,YJR014W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TOH1,YJL171C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TOP2,YNL088W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,TOR1,YJR066W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TOR2,YKL203C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TOS1,YBR162C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TPK1,YJL164C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TPK1,YJL164C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,TPK3,YKL166C,BioGRID,"Scherz K, et al. (2014) PMID:25009170"
Genetic,HSC82,YMR186W,TPM1,YNL079C,BioGRID,"Srivas R, et al. (2016) PMID:27453043"
Genetic,HSC82,YMR186W,TRE2,YOR256C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TRF5,YNL299W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TRM1,YDR120C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TRM112,YNR046W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,TRM7,YBR061C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TRS130,YMR218C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TRS23,YDR246W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TRS23,YDR246W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,TRS23,YDR246W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,TRS33,YOR115C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TRS65,YGR166W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,TRS85,YDR108W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TRX2,YGR209C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TSC11,YER093C,BioGRID,"Costanzo M, et al. (2010) PMID:20093466"
Genetic,HSC82,YMR186W,TSC11,YER093C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,TSC11,YER093C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,TSC11,YER093C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,TTI1,YKL033W,BioGRID,"Stirling PC, et al. (2011) PMID:21552543"
Genetic,HSC82,YMR186W,TTI2,YJR136C,BioGRID,"Stirling PC, et al. (2011) PMID:21552543"
Genetic,HSC82,YMR186W,TTI2,YJR136C,BioGRID,"Hoffman KS, et al. (2016) PMID:27172216"
Genetic,HSC82,YMR186W,TUB1,YML085C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TUB1,YML085C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,TUB2,YFL037W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TUP1,YCR084C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,TUP1,YCR084C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,TUS1,YLR425W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,TYS1,YGR185C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,TYW1,YPL207W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,UBC5,YDR059C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,UBP12,YJL197W,BioGRID,"Srivas R, et al. (2016) PMID:27453043"
Genetic,HSC82,YMR186W,UBP15,YMR304W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,UBP3,YER151C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,UBP6,YFR010W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,UBP6,YFR010W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,UBP7,YIL156W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,UBR1,YGR184C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,UGA2,YBR006W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,UPS1,YLR193C,BioGRID,"Hoppins S, et al. (2011) PMID:21987634"
Genetic,HSC82,YMR186W,URA10,YMR271C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,URA2,YJL130C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,URB2,YJR041C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,URE2,YNL229C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,URH1,YDR400W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,URH1,YDR400W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,URK1,YNR012W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,USB1,YLR132C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,USE1,YGL098W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,UTP15,YMR093W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,UTP21,YLR409C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,UTP21,YLR409C,BioGRID,"Tenge VR, et al. (2014) PMID:24647762"
Genetic,HSC82,YMR186W,UTP21,YLR409C,BioGRID,"Tenge VR, et al. (2014) PMID:24647762"
Genetic,HSC82,YMR186W,UTP21,YLR409C,BioGRID,"Hohrman K, et al. (2021) PMID:33789348"
Genetic,HSC82,YMR186W,UTP5,YDR398W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,UTP8,YGR128C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VAC17,YCL063W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VAC8,YEL013W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VAC8,YEL013W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,VAM10,YOR068C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VAM6,YDL077C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VAM6,YDL077C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,VAM7,YGL212W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VHS2,YIL135C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,VID22,YLR373C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VID28,YIL017C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VMA21,YGR105W,BioGRID,"Finnigan GC, et al. (2011) PMID:21196517"
Genetic,HSC82,YMR186W,VMA3,YEL027W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VMA4,YOR332W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VOA1,YGR106C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VOA1,YGR106C,BioGRID,"Finnigan GC, et al. (2011) PMID:21196517"
Genetic,HSC82,YMR186W,VPH2,YKL119C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS1,YKR001C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,VPS13,YLL040C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS13,YLL040C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,VPS21,YOR089C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS24,YKL041W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS27,YNR006W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS28,YPL065W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS29,YHR012W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS30,YPL120W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS35,YJL154C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS36,YLR417W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS4,YPR173C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS5,YOR069W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS60,YDR486C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS73,YGL104C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS8,YAL002W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS8,YAL002W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,VPS9,YML097C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VPS9,YML097C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,VRP1,YLR337C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VSB1,YGR125W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,VTC1,YER072W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,WBP1,YEL002C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,WHI3,YNL197C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,WHI4,YDL224C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,WSC2,YNL283C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,XBP1,YIL101C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,XDJ1,YLR090W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,XYL2,YLR070C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YBR016W,YBR016W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YBR016W,YBR016W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YBR062C,YBR062C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YBR071W,YBR071W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YBR197C,YBR197C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YBR219C,YBR219C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YBR242W,YBR242W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YBR259W,YBR259W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YBR285W,YBR285W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YCK1,YHR135C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YCK3,YER123W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YCL001W-A,YCL001W-A,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YCL002C,YCL002C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YCR050C,YCR050C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YDJ1,YNL064C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YDJ1,YNL064C,BioGRID,"Hoppins S, et al. (2011) PMID:21987634"
Genetic,HSC82,YMR186W,YDL144C,YDL144C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YDL199C,YDL199C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YDL211C,YDL211C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YDR042C,YDR042C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YDR124W,YDR124W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YDR222W,YDR222W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,YDR249C,YDR249C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YDR415C,YDR415C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YDR444W,YDR444W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YER034W,YER034W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YER039C-A,YER039C-A,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YFH1,YDL120W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YFH7,YFR007W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YFL051C,YFL051C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YFR006W,YFR006W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YFR018C,YFR018C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YGP1,YNL160W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YGR122W,YGR122W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YGR127W,YGR127W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YGR130C,YGR130C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YHC1,YLR298C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YHC3,YJL059W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YHI9,YHR029C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YHL012W,YHL012W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YHR020W,YHR020W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,YIA6,YIL006W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YIH1,YCR059C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YIL001W,YIL001W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YIL165C,YIL165C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YJL027C,YJL027C,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YJL107C,YJL107C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YJL193W,YJL193W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YJR056C,YJR056C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YJR124C,YJR124C,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,YJR142W,YJR142W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YKE4,YIL023C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YKL033W-A,YKL033W-A,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YKL091C,YKL091C,BioGRID,"Srivas R, et al. (2016) PMID:27453043"
Genetic,HSC82,YMR186W,YKU70,YMR284W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YLF2,YHL014C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YLL032C,YLL032C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YLR012C,YLR012C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YLR031W,YLR031W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YLR257W,YLR257W,BioGRID,"Franzosa EA, et al. (2011) PMID:22140548"
Genetic,HSC82,YMR186W,YLR407W,YLR407W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YMD8,YML038C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YME1,YPR024W,BioGRID,Francis BR and Thorsness PE (2011) PMID:21439406
Genetic,HSC82,YMR186W,YMR099C,YMR099C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YMR206W,YMR206W,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YNL035C,YNL035C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
Genetic,HSC82,YMR186W,YNL046W,YNL046W,BioGRID,"Costanzo M, et al. (2016) PMID:27708008"
Genetic,HSC82,YMR186W,YNL058C,YNL058C,BioGRID,"McClellan AJ, et al. (2007) PMID:17923092"
